Stanza_num,ORIGINAL,TRANSLATION (GNEDICH),TRANSLATION (SHENGHELI),Canto_name
131,"But on the whole their continence was great;
So that some disappointment there ensued
To those who had felt the inconvenient state
Of “single blessedness,” and thought it good
(Since it was not their fault, but only fate,
To bear these crosses) for each waning prude
To make a Roman sort of Sabine wedding,|||asimov-839|||
Without the expense and the suspense of bedding.","Но, в общем, все держались образцово,
Что, говоря по правде, огорчало
Красавиц томных возраста такого,
Которым уж невинность докучала.
Роль скорбной жертвы случая слепого
Их ни одной минуты не смущала;
Сабинянок удел казался им,
Сказать по правде, вовсе не плохим.","Но в общем сдержанность была там бесподобной
В обиду женщинам не слишком молодым,
Чуть затомившимся в позиции удобной
«Безбрачья светлого»: приятней было б им
(Ведь то не их вина! ведь то судьбою злобной
Им скорбь назначена!) припомнить древний Рим
И рок сабинянок — без проволочек дальних,
Без всяких лишних трат или забот о спальнях!",Canto the Eighth
132,"Some voices of the buxom middle-aged
Were also heard to wonder in the din
(Widows of forty were these birds long caged)
“Wherefore the ravishing did not begin!”
But while the thirst for gore and plunder raged,
There was small leisure for superfluous sin;
But whether they escaped or no, lies hid
In darkness—I can only hope they did.","И вдовы проявляли нетерпенье;
Перевалив уже за сорок лет,
Матроны выражали удивленье,
Что массовых насилий вовсе нет.
Но так или иначе, без сомненья
Уставшие от грохота побед,
Солдаты в развлеченьях не нуждались,
И вдовы, вероятно, не дождались.","Звучали голоса иных тревожных дам
Довольно зрелых лет, что слишком долго жили,
Как вдовы, взаперти, по сумрачным домам:
«Что ж медлят русские? что ж нет еще насилий».
Но предаются ли утонченным грехам,
Когда грабеж идет, когда не утолили
Всей кровожадности? — Минула ли беда
Тех дам, — не ведаю, но уповаю: да.",Canto the Eighth
133,"Suwarrow now was conqueror—a match
For Timour|||asimov-840||| or for Zinghis|||asimov-841||| in his trade.
While mosques and streets, beneath his eyes, like thatch
Blazed, and the cannon’s roar was scarce allay’d,
With bloody hands he wrote his first despatch;
And here exactly follows what he said:—
“Glory to God and to the Empress!” (|||italics|||Powers|||/italics|||
|||italics|||Eternal! such names mingled!|||/italics|||) “Ismail’s ours.”","Суворов в этот день превосходил
Тимура и, пожалуй, Чингисхана:
Он созерцал горящий Измаил
И слушал вопли вражеского стана;
Царице он депешу сочинил
Рукой окровавленной, как ни странно —
Стихами: «Слава богу, слава вам! —
Писал он. — Крепость взята, и я там!»","Завоевателем Суворов стал, — собою
Затмив Тимура и Чингиза. И когда
Мечети и дома пылали над рекою,
И пушек тяжкая смолкала череда,
Депешу первую кровавою рукою
Он написал — в стихах! Читайте, господа!
Вот: |||italics|||«Слава богу и царице|||/italics||| (божья сила!
|||italics|||Кого|||/italics||| он сблизил!), |||italics|||я — в твердыне Измаила!»|||/italics|||",Canto the Eighth
134,"Methinks these are the most tremendous words,
Since “Mené, Mené, Tekel,” and “Upharsin,”
Which hands or pens have ever traced of swords.
Heaven help me! I’m but little of a parson:
What Daniel read was short-hand of the Lord’s,|||asimov-842|||
Severe, sublime; the prophet wrote no farce on
The fate of nations;—but this Russ so witty
Could rhyme, like Nero, o’er a burning city.|||asimov-843|||","Двустишье это, мнится мне, страшнее
Могучих слов «Мене, Мене, Текел!»,
Которые, от ужаса бледнея,
Избранник Даниил уразумел.
Но сам пророк великой Иудеи
Над бедствием смеяться не посмел,
А этот рифмоплет — Нерону пара! —
Еще острил при зареве пожара.","С тех пор как вспыхнуло «мене́-теке́л-фаре́с»
Пред Валтасаром, — нет ужасней слов, чем эти,
Где штык служил пером! О, светлый кров небес!
Не проповедник я, — но та, в багряном свете,
Святая скоропись, — в ней божий гнев воскрес!
И Даниил-пророк в преддверье лихолетий
Не ухмылялся, нет! А русский острячок
Средь пепла, как Нерон, сумел сложить стишок!",Canto the Eighth
135,"He wrote this Polar melody, and set it,
Duly accompanied by shrieks and groans,
Which few will sing, I trust, but none forget it—
For I will teach, if possible, the stones
To rise against earth’s tyrants. Never let it
Be said that we still truckle unto thrones;—
But ye—our children’s children! think how we
Show’d |||italics|||what things were|||/italics||| before the world was free!","Как страшно эта песенка звучит
Под музыку стенаний! Негодуя,
Пускай ее потомство повторит.
Я возглашаю: камни научу я
Громить тиранов! Пусть не говорит
Никто, что льстил я тронам! Вам кричу я,
Потомки! Мир в оковах рабской тьмы
Таким, |||italics|||как был он,|||/italics||| показали мы!","Полярный тот романс игривого пошиба,
Написанный под вопль, под гром, под лязг ножа,
Споют немногие, но все запомнят, — ибо
Я камни научу искусству мятежа!
Убийству деспотов! Пусть трон стоит, как глыба, —
Мы не ползем к нему, бледнея и дрожа!
Глядите, правнуки, как |||italics|||обстояло дело,|||/italics|||
Пока Свобода мир не обняла всецело!",Canto the Eighth
136,"That hour is not for us, but ’tis for you:
And as, in the great joy of your millennium,
You hardly will believe such things were true
As now occur, I thought that I would pen you ’em;
But may their very memory perish too!—
Yet if perchance remember’d, still disdain you ’em
More than you scorn the savages of yore,
Who |||italics|||painted|||/italics||| their |||italics|||bare|||/italics||| limbs, but |||italics|||not|||/italics||| with gore.|||asimov-844|||","Нам новый век узреть не суждено,
Но вы, вкушая радость мирозданья, —
Поймете ль вы, что было так темно,
Так мерзостно людей существованье!
Да будет навсегда погребено
Презренных этих лет воспоминанье!
Забудьте кровожадных дикарей,
Кичившихся жестокостью своей!","Пусть не для нас, — для вас она зажжет маяк!
И вы средь радостей великой вашей эры
Едва ль поверите, что прежде было |||italics|||так,|||/italics||| —
И должен был я здесь вам привести примеры
Всех мерзостей. Но пусть они уйдут во мрак!
А если выползут, как гидра, из пещеры, —
Да будут вам они презреннее, чем встарь
Все тело |||italics|||красивший|||/italics||| (не кровью лишь!) дикарь.",Canto the Eighth
137,"And when you hear historians talk of thrones,
And those that sate upon them, let it be
As we now gaze upon the mammoth’s bones,
And wonder what old world such things could see,
Or hieroglyphics on Egyptian stones,
The pleasant riddles of futurity—
Guessing at what shall happily be hid,
As the real purpose of a pyramid.","Пускай же разукрашенные троны
И все на них сидевшие царьки
Вам чужды, как забытые законы,
Как тайных иероглифов значки
На древних обелисках фараона,
Как мамонтов огромных костяки;
Вы будете глядеть в недоуменье —
Могли ли жить подобные творенья!","Когда историки расскажут вам о тронах,
О восседавших там в теченье тысяч лет, —
Вы растеряетесь в вопросах изумленных,
Как мы, когда глядим на мамонтов скелет
Иль на иероглифы на плитах и колоннах
Египта, до сих пор таящие ответ
(Быть может, к счастию!) — плодом какой гордыни
Громады пирамид возникли средь пустыни?",Canto the Eighth
138,"Reader! I have kept my word,—at least so far
As the first Canto promised. You have now
Had sketches of love, tempest, travel, war|||asimov-845|||—
All very accurate, you must allow,
And |||italics|||epic,|||/italics||| if plain truth should prove no bar;
For I have drawn much less with a long bow
Than my forerunners. Carelessly I sing,
But Phoebus lends me now and then a string,","Итак, читатель, все, что обещал
Я в первой песне, — выполняю честно:
Я все теперь подробно описал;
Любовь, и шторм, и битвы. Как известно,
|||italics|||Эпической|||/italics||| поэму я назвал,
И разрешил задачу я чудесно
Назло моим предшественникам; Феб
Мне помогает, волею судеб.","Читатели! Все то, что в первой песне вам
Я обещал, — дано: пред вами описанья
Любвей, скитаний, бурь и войн, и — знаю сам —
Отменно точные, в чем жду от вас признанья,
|||italics|||Эпичные|||/italics||| насквозь, хоть |||italics|||правды|||/italics||| много там,
Которою не столь уже полны созданья
Моих предтеч. Пою легко я, без забот,
Но все же иногда мне струны Феб дает, —",Canto the Eighth
139,"With which I still can harp, and carp, and fiddle.
What farther hath befallen or may befall
The hero of this grand poetic riddle,
I by and by may tell you, if at all:
But now I choose to break off in the middle,
Worn out with battering Ismail’s stubborn wall,
While Juan is sent off with the despatch,
For which all Petersburgh is on the watch.","Уже не раз на лире сей болтливой
Певучую струну он поправлял
И продолжать рассказ мой прихотливый
Мне так или иначе помогал.
Но надоел мне грозный бой шумливый,
Так сделаем же маленький привал,
Пока Жуан в столицу поспешает,
А Петербург депешу предвкушает.","Бренчать, звучать, кричать на всяческие темы!..
Что́ после пережил иль пережить спешил
Герой огромной сей загадочной поэмы, —
Я после расскажу, коль не убудет сил.
Но здесь передохнем (весьма устали все мы,
Штурмуя без конца упрямый Измаил):
Пусть Дон-Жуан летит от измаильских брешей
К царице в Петербург с победною депешей.",Canto the Eighth
140,"This special honour was conferr’d, because
He had behaved with courage and humanity—
Which |||italics|||last|||/italics||| men like, when they have time to pause
From their ferocities produced by vanity.
His little captive gain’d him some applause
For saving her amidst the wild insanity
Of carnage,—and I think he was more glad in her
Safety, than his new order of St. Vladimir.|||asimov-846|||","Такая честь оказана ему
За то, что он держался и гуманно
И доблестно. Герою моему
Об этом повторяли неустанно.
«Владимиром» по случаю сему
Украсили отважного Жуана,
Но он не им гордился, а скорей
Спасеньем бедной пленницы своей.","Тем поручением почетным отличён
Жуан за храбрость был и человечность. Люди
Их чтут |||italics|||в конце концов,|||/italics||| — когда кровавый сон
Тщеславия пройдет, и воздух втянут груди.
Всех тронуло, что спас дитя от смерти он
Среди сплошной резни и грохота орудий.
Он сам был этим горд не меньше, чем крестом
Владимира, — уже блистающим на нем.",Canto the Eighth
141,"The Moslem orphan went with her protector,
For she was homeless, houseless, helpless; all
Her friends, like the sad family of Hector,|||asimov-847|||
Had perish’d in the field or by the wall:
Her very place of birth was but a spectre
Of what it had been; there the Muezzin’s call|||asimov-848|||
To prayer was heard no more!—and Juan wept,
And made a vow to shield her, which he kept.","И в Петербург турчаночка Леила
Поехала с Жуаном. Без жилья
Ее одну нельзя оставить было.
Все близкие ее и все друзья
Погибли при осаде Измаила,
Как Гектора печальная семья.
Жуан поклялся бедное созданье
Оберегать — и сдержит обещанье.","И кров Жуана стал сиротке бедной — домом:
Из близких и родных не выжил ни один,
И детство сломлено безжалостным погромом,
Как древле сломлен был Приама светлый сын;
Сам город, ей родной, стал призраком, — фантомом
Былого: не взойдет на башню муэдзин
К молитве звать! — Жуан, растроганный, поклялся
Сиротке быть отцом — и ей отцом остался.",Canto the Eighth
,CANTO THE NINTH|||asimov-849|||,ПЕСНЬ ДЕВЯТАЯ,ПЕСНЬ ДЕВЯТАЯ,Canto the Ninth
1,"O, Wellington! (or “Villainton”|||asimov-850|||—for Fame
Sounds the heroic syllables both ways;
France could not even conquer your great name,
But punn’d it down to this facetious phrase—
Beating or beaten she will laugh the same),
You have obtain’d great pensions and much praise:
Glory like yours should any dare gainsay,
Humanity would rise, and thunder “Nay!”|||asimov-851|||","О Веллингтон (иль Villainton — зовет
Тебя и так двусмысленная слава;
Не победив тебя, не признает
Величья твоего француз лукавый
И, побежденный, каламбуром бьет)!
Хвала! На пенсию обрел ты право.
Кто смеет славы не признать твоей?
Восстанут все и завопят о |||italics|||Ней|||/italics|||.","О, герцог Веллингтон (иначе — Villainton:
Произношение двоякое у Славы;
Не в силах омрачить величие имен,
Француз вправляет их в свой каламбур лукавый:
Разбив или разбит, — всегда смеется он)!
Дана вам пенсия и лавры для приправы;
А ваша слава? мир — ведь он гремит о ней!
Хоть Человечность все ж порой вздохнет: о, Ней!",Canto the Ninth
2,"I don’t think that you used Kinnaird quite well
In Marinèt’s affair—in fact, ’twas shabby,|||asimov-852|||
And like some other things won’t do to tell
Upon your tomb in Westminster’s old abbey.
Upon the rest ’tis not worth while to dwell,
Such tales being for the tea-hours of some tabby;
But though your years as |||italics|||man|||/italics||| tend fast to |||italics|||zero,|||/italics|||
In fact your grace is still but a |||italics|||young hero.|||/italics|||","Неладно ты с Киннердом поступил
В процессе Марине — скажу открыто,
Такой поступок я б не поместил
На славные вестминстерские плиты.
Все остальное мир тебе простил,
И нами эти сплетни позабыты:
Хоть как |||italics|||мужчина|||/italics||| ты и стал нулем, —
«Героем |||italics|||юным|||/italics|||» мы тебя зовем.","Да вы и с Киннэрдом в процессе Маринета
Неважно обошлись: приемы — ой-ой-ой!
И упомянет ли про достиженье это
В стенах Вестминстера ваш камень гробовой?
Есть кое-что еще, но этого сюжета
Не ми́нут сплетники и дамы. — Боже мой!
Хоть как |||italics|||мужчину|||/italics||| вас поставил на zéro я, —
Еще слывете вы за |||italics|||юного героя|||/italics|||.",Canto the Ninth
3,"Though Britain owes (and pays you too) so much,
Yet Europe doubtless owes you greatly more:
You have repair’d Legitimacy’s crutch,
A prop not quite so certain as before:
The Spanish, and the French, as well as Dutch,
Have seen, and felt, how strongly you |||italics|||restore;|||/italics||||||asimov-853|||
And Waterloo has made the world your debtor
(I wish your bards would sing it rather better).","Мы знаем, после славного похода
Тебе даров немало принесли
За то, что, Реставрации в угоду,
Ты спас легитимизма костыли.
Испанцам и французскому народу
Они прийтись по сердцу не могли,
Но Ватерлоо заслуженно воспето,
Хоть не дается бардам тема эта.","Вам платит Англия за подвиги, но вы ль
Не вправе требовать двойного от Европы?
Легитимистский |||italics|||вы|||/italics||| склепали ей костыль,
Чтоб снова ей топтать исхоженные тропы.
Как |||italics|||реставратора|||/italics||| француз, голландец иль
Испанец — знают вас прекрасно; чтут — холопы.
За Ватерло весь мир — должник ваш (только — ах! —
В каких безграмотных тот бой воспет стихах!)",Canto the Ninth
4,"You are “the best of cut-throats:”|||asimov-854|||—do not start;
The phrase is Shakspeare’s, and not misapplied:
War’s a brain-spattering, windpipe-slitting art,
Unless her cause by right be sanctified.
If you have acted |||italics|||once|||/italics||| a generous part,
The world, not the world’s masters, will decide,
And I shall be delighted to learn who,
Save you and yours, have gain’d by Waterloo?","Но, что ни говори, война — разбой,
Когда священных прав не защищает.
Конечно, ты — «головорез лихой»;
Так сам Шекспир подобных называет;
Но точно ль благороден подвиг твой —
Народ, а не тираны, пусть решает.
А им-то лишь одним и повезло:
Им и тебе на пользу Ватерлоо.","Вы — «лучший горлорез», — не вздрагивайте! Фразу
Я у Шекспира взял и в примененье прав:
Война ведь — мозгобрызг и потрошитель сразу,
Искусство чудное, хоть вне системы прав.
А если вправду вы — герой, не для показу,
Пусть мир поддержит вас, а не вожди держав.
Я счастлив был бы знать: помимо дворни вашей
И вас — кто вынул приз из ватерлооской чаши?",Canto the Ninth
5,"I am no flatterer—you’ve supp’d full of flattery:
They say you like it too—’tis no great wonder.
He whose whole life has been assault and battery,
At last may get a little tired of thunder;
And swallowing eulogy much more than satire, he
May like being praised for every lucky blunder,
Call’d “Saviour of the Nations”—not yet saved,
And “Europe’s Liberator”—still enslaved.","Но я не льщу, ведь лестью ты упитан!
Устав от грома битвы, так сказать,
Герой, когда имеет аппетит он,
Скорее оды предпочтет глотать,
Чем острые сатиры. Все простит он
Тем, кто его способен называть
«Спасителем» народов — не спасенных,
И «провиденьем» — стран порабощенных.","Лесть не по нраву мне, а вам она — как пир;
Ее вы любите; явленье — из знакомых:
Кто жизнь провел свою средь пушек и мортир,
Немножко устает в грохочущих разгромах, —
И оды сладкие ему милей сатир;
Он любит быть хвалим за каждый |||italics|||ловкий промах,|||/italics|||
Слыть «Избавителем народов» (вмятых в прах),
«Освободителем Европы» (сплошь в цепях).",Canto the Ninth
6,"I’ve done. Now go and dine from off the plate
Presented by the Prince of the Brazils,|||asimov-855|||
And send the sentinel before your gate
A slice or two from your luxurious meals:
He fought, but has not fed so well of late.
Some hunger, too, they say the people feels:—
There is no doubt that you deserve your ration,
But pray give back a little to the nation.","Иди к столу! Я все сказал, поверь!
Но вспомни, как наешься до отвала, —
Солдату, охраняющему дверь,
Чего-нибудь послать бы не мешало:
Он тоже ведь сражался, а теперь
Его уже не кормят, как бывало
Никто не отнимает благ твоих,
Но что-нибудь оставь и для других.","Я смолк. Садитесь же за свой обед блестящий
(Бразильский принц прислал сервиз вам: сорок мест!),
Но не пошлете ли кусок-другой послаще
Голодным часовым, хранящим ваш подъезд?
Они дрались, как вы, но вы питались чаще:
Народ обычно ведь довольно мало ест.
Роскошные — вполне вы заслужили блюда,
Но все же нации вернуть хоть часть нехудо.",Canto the Ninth
7,"I don’t mean to reflect—a man so great as
You, my lord duke! is far above reflection:
The high Roman fashion, too, of Cincinnatus,|||asimov-856|||
With modern history has but small connection:
Though as an Irishman you love potatoes,|||asimov-857|||
You need not take them under your direction;
And half a million for your Sabine farm|||asimov-858|||
Is rather dear!—I’m sure I mean no harm.","Я не хочу вдаваться в рассужденья,
Ведь ты велик, ты выше эпиграмм!
Был в Риме Цинциннат, но отношенья
Он никакого не имеет к нам.
Ты, как ирландец, любишь, без сомненья,
Картофель, но его не садишь сам;
Сабинская же ферма, к сожалению,
Народу обошлась в мильон, не менее.","Судить вас не хочу: великий человек,
Подобный вам, милорд, избавлен от суждений,
А римский образец, завещанный навек
Нам Цинциннатом, чужд для наших дел и мнений.
Ирландец, любите картошку вы (как грек —
Оливы), но сажать ее вы, без сомнений
Не стали б. Ферму вам сабинскую страна
Купила за мильон. Ужасная цена!",Canto the Ninth
8,"Great men have always scorn’d great recompenses:
Epaminondas saved his Thebes, and died,
Not leaving even his funeral expenses:|||asimov-859|||
George Washington had thanks and nought beside,|||asimov-860|||
Except the all-cloudless glory which few men’s is
To free his country: Pitt too had his pride,
And as a high-soul’d minister of state is
Renown’d for ruining Great Britain gratis.|||asimov-861|||","Великие к наградам безучастны:
Эпаминонд, освободитель Фив,
Скончался — это знаем мы прекрасно, —
На похороны денег не скопив...
И Вашингтона славят не напрасно!
Великий Питт был с нацией учтив
(Что патриоту каждому любезно)
И разорял отчизну безвозмездно.","Богатство — это вздор: великих не увлечь им.
Когда спаситель Фив, Эпаминонд, убит
Был в битве, — оплатить могилу было нечем!
Джордж Вашингтон, борьбой священной знаменит,
Был высшим титулом увенчан человечьим —
«Освободителя», — и только! Даже Питт,
Кто разорил страну, изрядно поистратясь
На войны вечные, — все это делал gratis.",Canto the Ninth
9,"Never had mortal man such opportunity,
Except Napoleon, or abused it more:
You might have freed fallen Europe from the unity
Of tyrants, and been blest from shore to shore:
And |||italics|||now|||/italics|||—what |||italics|||is|||/italics||| your fame? Shall the Muse tune it ye?
|||italics|||Now|||/italics|||—that the rabble’s first vain shouts are o’er?
Go! hear it in your famish’d country’s cries!
Behold the world! and curse your victories!","Ей-богу, даже сам Наполеон,
Пожалуй, не имел такого случая —
Спасти от кучки деспотов закон,
В Европе утвердить благополучие.
А вышло что? Победы шум и звон
И пышных славословий благозвучие
Стихают, а за ними все слышней
Проклятья нищей родины твоей!","Кто, если не считать Наполеона, мог
Располагать таким, как вы, размахом власти?
И — расточать ее! Европы рабский рок
Вы изменить могли, сорвав ярмо династий.
И вам — бахвалиться? От Музы ждать эйлог?
|||italics|||Теперь,|||/italics||| когда и чернь свои прикрыла пасти?
Когда родной ваш край от голода вопит,
Не согласитесь ли, что ваша слава — стыд?",Canto the Ninth
10,"As these new cantos touch on warlike feats,
To |||italics|||you|||/italics||| the unflattering Muse deigns to inscribe
Truths, that you will not read in the Gazettes,
But which ’tis time to teach the hireling tribe
Who fatten on their country’s gore, and debts,
Must be recited, and—without a bribe.
You |||italics|||did|||/italics||| great things; but not being great in mind,
Have left |||italics|||undone|||/italics||| the greatest—and mankind.","Но муза неподкупна и вольна,
Она с газетой дружбы не водила:
Поведает истории она,
Как пировали жирные кутилы,
Как их пиры голодная страна
И кровью и деньгами оплатила.
Ты многое для |||italics|||вечности|||/italics||| свершил,
Но ты о |||italics|||чело-вечности|||/italics||| забыл.","Коль подвиги моя рисует эпопея,
То, с Музой честною, мы |||italics|||вам|||/italics||| преподнесем
Всю истину (печать молчит о ней, робея),
И вашей челяди, толпящейся кругом,
От крови и долгов родной страны жирея, —
Пора ее внушить, безденежно притом.
Творя |||italics|||великое,|||/italics||| вы |||italics|||малы|||/italics||| были сами
И, |||italics|||Высшее|||/italics||| забыв, мир подтолкнули к яме.",Canto the Ninth
11,"Death laughs—Go ponder o’er the skeleton
With which men image out the unknown thing
That hides the past world, like to a set sun
Which still elsewhere may rouse a brighter spring—
Death laughs at all you weep for:—look upon
This hourly dread of all! whose |||italics|||threaten’d sting|||/italics|||
Turns life to terror, even though in its sheath:
Mark! how its lipless mouth grins without breath!","Смеется смерть — костлявый силуэт,
Небытия неведомая сила.
Воскреснет ли весны и солнца свет
Из темноты загадочной могилы?
Смеется смерть... И ей заботы нет.
Кому она страданья причинила
Ужасен символ тайны и конца —
Безгубый смех безглазого лица!","Смеется Смерть. — Прошу вглядеться в сей скелет,
Изображение неведомой стихии,
Пожравшей прежний мир (так солнца меркнет свет,
Чтоб ярче озарить места совсем другие).
Смеется Смерть над всей громадой слез и бед,
Вливаясь ужасом во все сердца людские.
Гляди, как над землей она с косой встает,
Безгубый скаля свой и бездыханный рот.",Canto the Ninth
12,"Mark! how it laughs and scorns at all you are!
And yet |||italics|||was|||/italics||| what you are: from |||italics|||ear|||/italics||| to |||italics|||ear|||/italics|||
It |||italics|||laughs not|||/italics|||—there is now no fleshy bar
So call’d; the Antic|||asimov-862||| long hath ceased to |||italics|||hear|||/italics|||,
But still he |||italics|||smiles;|||/italics||| and whether near or far,
He strips from man that mantle (far more dear
Than even the tailor’s), his incarnate skin,
White, black, or copper—the dead bones will grin.","Не то чтобы |||italics|||улыбка до ушей,|||/italics|||
А все-таки улыбка остается;
Без губ и без ушей она страшней:
Не |||italics|||слышит|||/italics||| шут, а все-таки смеется
Над миром и над сущностью вещей;
Наверно знает он, что доберется
До каждого и что ему в ответ
Осклабится ободранный скелет.","Как издевается она над всеми нами, —
А ведь |||italics|||была,|||/italics||| как мы! Улыбкой не дано
От уха до́ уха ей щериться: с хрящами
Ушными у нее и слух отгнил давно.
Но — улыбается. Когда она руками
Сдирает кожу с нас (и белую, равно,
И черную), — наш плащ, дороже всех портновских, —
Кривится рот ее в гримасах сверхбесовских.",Canto the Ninth
13,"And thus Death laughs,—it is sad merriment,
But still it |||italics|||is|||/italics||| so; and with such example
Why should not Life be equally content
With his superior, in a smile to trample
Upon the nothings which are daily spent
Like bubbles on an ocean much less ample
Than the eternal deluge, which devours
Suns as rays—worlds like atoms—years like hours?","Смеется смерть. Печально созерцать
Веселье устрашающее это;
Но почему б и жизни не плясать,
Не радоваться солнечному свету
И пузырьками пены не мелькать?
Ведь все равно системы и планеты,
Века, мгновенья, атомы, миры
Исчезнут в смене огненной игры.","Итак — смеется Смерть. Веселость палача!
А не мешало бы и Жизни мимоходом
Примеру госпожи последовать, топча
Те блага вздорные, что с каждым днем и годом,
Как пузыри в грязи, вскипая и урча,
Растут на заводях, дерзнувших вторить водам
Потопа Вечности, где тонут навсегда
Миры — как атомы, и как часы — года.",Canto the Ninth
14,"“To be, or not to be? that is the question,”|||asimov-863|||
Says Shakspeare, who just now is much in fashion.
I am neither Alexander nor Hephaestion,|||asimov-864|||
Nor ever had for |||italics|||abstract|||/italics||| fame much passion;
But would much rather have a sound digestion
Than Buonaparte’s cancer:|||asimov-865|||—could I dash on
Through fifty victories to shame or fame—
Without a stomach what were a good name?","«Быть иль не быть, — сказал Шекспир, — таков
Вопрос», - а этот автор нынче в моде.
Но я не Александр, и гордый зов
|||italics|||Бесплодной|||/italics||| славы чужд мне по природе.
Я Бонапарта уважать готов,
Но рак его на память мне приходит,
И я словам абстрактным «власть» и «честь»
Готов пищеваренье предпочесть.","«Быть иль не быть? Вопрос!» — мне шепчет Муза вместе
С Шекспиром (в моду он теперь вошел у нас).
Но я не Александр и даже не Гефестий,
И славы мне |||italics|||пустой|||/italics||| не надо ни на час.
Пищеваренье мне нужней, скажу по чести,
Чем бонапартов |||italics|||рак|||/italics|||. Да одержи сто раз
Победу я и стань презренным или славным —
Все гиль, коль надо жить с желудком неисправным.",Canto the Ninth
15,"“O dura ilia messorum!”|||asimov-866|||—“Oh
Ye rigid guts of reapers!” I translate
For the great benefit of those who know
What indigestion is—that inward fate
Which makes all Styx through one small liver flow.
A peasant’s sweat is worth his lord’s estate:
Let |||italics|||this|||/italics||| one toil for bread—|||italics|||that|||/italics||| rack for rent,
He who sleeps best may be the most content.","«O! dura ilia messorum!» — или:
«Блажен желудок пахаря!» И тот,
Кого катары злые истомили,
Такое чувство зависти поймет;
Не утешает пышность изобилий,
Когда у вас в кишечнике течет
Горячий Стикс! Спокойствие желудка —
Залог любви богов; сие не шутка.","«O, dura ilia messorum!» — Перевод:
«О, крепкие кишки жнецов!» — Моей цитатой
Весьма порадован, конечно, будет тот,
Кто в личной практике познал катар проклятый, —
Сей рок, — сей Ахерон, что нашу печень жжет.
Один — работает, другой — арендной платой
Вгоняет в пот его. А счастлив кто? Да он,
Кто может спать всю ночь, вкушая сладкий сон.",Canto the Ninth
16,"“To be, or not to be?”—Ere I decide,
I should be glad to know that which |||italics|||is being?|||/italics|||
’Tis true we speculate both far and wide,
And deem, because we |||italics|||see,|||/italics||| we are |||italics|||all-seeing:|||/italics|||
For my part, I’ll enlist on neither side,
Until I see both sides for once agreeing.
For me, I sometimes think that life is death,
Rather than life a mere affair of breath.","«Быть иль не быть?» Но я хотел бы знать —
В чем |||italics|||бытия|||/italics||| неясное значенье?
Мы очень любим много рассуждать,
Мы |||italics|||видим|||/italics||| очень многие явленья,
Но как себя |||italics|||всевидящим|||/italics||| считать,
Когда не |||italics|||видишь|||/italics||| мудрого решенья?
И жизнь и смерть в пределах бытия
Сплетенными всегда встречаю я.","«Быть иль не быть?» — Но я, дабы принять решенье,
Сперва хотел бы знать, что значить «бытие»?
Мы, в изощренные вступая рассужденья,
Зовем |||italics|||всевиденьем|||/italics||| лишь |||italics|||ви|||/italics||||||italics|||́|||/italics||||||italics|||денье|||/italics||| свое.
Одной из двух сторон не дам я предпочтенья,
Пока не насажу обеих на копье
Анализа. — К тому ж унынью отдал дань я
И жизнь считал за смерть, не за процесс дыханья.",Canto the Ninth
17,"“Que sçais-je?” was the motto of Montaigne,|||asimov-867|||
As also of the first academicians:|||asimov-868|||
That all is dubious which man may attain,
Was one of their most favourite positions.
There’s no such thing as certainty, that’s plain
As any of Mortality’s conditions;
So little do we know what we’re about in
This world, I doubt if doubt itself be doubting.","«Que sais-je?» — сказал задумчивый Монтень;
И он поддержан скептиками всеми:
На всем сомненья тягостная тень,
Любой вопрос приводит к этой теме.
Но как же нам-то быть? Предвижу день:
Настанет столь «сомнительное» время,
Когда в самом сомненье буду я
Иметь сомненье, милые друзья.","«Que sais-je?» — вот девиз, какой избрал Монтэнь
Вслед «академикам», апостолам незнанья.
Познанье наше сплошь сомнительно, как тень, —
Вот главный тезис их, предмет их любованья.
Им эта истина одна ясна как день
И тверже, чем любой принцип существованья.
Меня ж агностицизм сгибает, как ярмо:
Я мню сомнительным сомнение само.",Canto the Ninth
18,"It is a pleasant voyage perhaps to float,
Like Pyrrho, on a sea of speculation;|||asimov-869|||
But what if carrying sail capsize the boat?
Your wise men don’t know much of navigation;
And swimming long in the abyss of thought
Is apt to tire: a calm and shallow station
Well nigh the shore, where one stoops down and gathers
Some pretty shell, is best for moderate bathers.|||asimov-870|||","Приятно по теченью рассуждений
С Пирроном умозрительно скользить,
Но я боюсь опасных приключений
И не желаю в море уходить;
К тому же далеко не всякий гений
Умеет парус вовремя спустить.
Я тихий бережок предпочитаю,
Где отдохну я, камушки считая.","Приятно, может быть, по морю умозрений
Кататься как Пиррон; но что, коль утлый челн
Вдруг опрокинется? Ведь философский гений
Не очень опытен в борьбе с коварством волн.
К тому же долгий рейс по безднам разных мнений —
Томителен. Залив, что раковинок полн,
И неглубок, и тих, — где отдыхает разум, —
Умеренным куда удобней водолазам!",Canto the Ninth
